age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,c_jail_in,c_jail_out,new_in,new_out,LengthOfStay
28,F,African-American,25 - 45,High,Male,4,747.0,8,1,2015-03-24 07:19:51,2015-05-15 10:51:34,2015-03-24,2015-05-15,52
25,M,African-American,25 - 45,Low,Male,0,-1.0,3,1,2013-03-16 09:16:46,2013-03-17 02:17:18,2013-03-16,2013-03-17,1
21,F,Caucasian,Less than 25,Medium,Female,0,-1.0,7,0,2013-11-03 01:54:43,2013-11-05 05:54:27,2013-11-03,2013-11-05,2
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,2013-01-12 04:24:36,2013-01-13 12:41:13,2013-01-12,2013-01-13,1
48,F,Caucasian,Greater than 45,Low,Male,3,-1.0,-1,1,2013-04-10 05:39:46,2013-04-12 09:08:49,2013-04-10,2013-04-12,2
20,O,African-American,Less than 25,Low,Male,0,-1.0,4,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
20,M,Hispanic,Less than 25,Low,Male,0,-1.0,2,1,2014-05-23 07:42:01,2014-05-24 08:43:14,2014-05-23,2014-05-24,1
32,F,Hispanic,25 - 45,Low,Male,1,-27.0,1,0,2013-06-26 07:47:32,2013-06-26 08:09:02,2013-06-26,2013-06-26,0
24,F,Caucasian,Less than 25,Medium,Female,0,0.0,5,0,2013-09-22 05:21:34,2013-09-23 02:00:15,2013-09-22,2013-09-23,1
22,F,African-American,Less than 25,Medium,Male,1,-1.0,7,0,2014-06-05 03:23:07,2014-08-22 11:16:35,2014-06-05,2014-08-22,78
24,M,Caucasian,Less than 25,Low,Female,0,-1.0,2,0,2014-10-14 12:51:58,2014-10-15 01:48:46,2014-10-14,2014-10-15,1
20,F,African-American,Less than 25,Low,Male,1,-1.0,3,0,2014-01-28 12:49:23,2014-01-29 10:42:36,2014-01-28,2014-01-29,1
26,F,African-American,25 - 45,Low,Male,1,-56.0,4,0,2014-05-29 05:26:07,2014-07-23 08:52:10,2014-05-29,2014-07-23,55
48,M,Hispanic,Greater than 45,Low,Female,0,0.0,1,0,2014-09-08 01:12:38,2014-09-08 01:13:23,2014-09-08,2014-09-08,0
26,M,Asian,25 - 45,Low,Male,0,-1.0,1,0,2014-08-25 06:09:17,2014-08-25 07:06:29,2014-08-25,2014-08-25,0
31,M,African-American,25 - 45,High,Male,3,-20.0,8,1,2013-06-22 07:50:45,2013-07-12 05:35:03,2013-06-22,2013-07-12,20
27,M,African-American,25 - 45,Medium,Male,3,-1.0,7,1,2014-12-01 03:21:53,2014-12-07 04:35:04,2014-12-01,2014-12-07,6
59,F,African-American,Greater than 45,Medium,Male,17,-65.0,5,1,2013-08-04 05:51:30,2013-10-01 10:35:06,2013-08-04,2013-10-01,58
40,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,2013-01-17 05:59:00,2013-01-18 08:48:30,2013-01-17,2013-01-18,1
22,F,African-American,Less than 25,High,Male,11,0.0,10,1,2014-12-10 01:21:36,2014-12-10 01:26:52,2014-12-10,2014-12-10,0
38,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,2013-04-15 11:18:52,2013-04-16 09:12:28,2013-04-15,2013-04-16,1
36,M,Hispanic,25 - 45,High,Male,1,-8.0,10,1,2014-12-03 12:46:36,2015-01-12 09:14:40,2014-12-03,2015-01-12,40
50,M,Other,Greater than 45,Low,Male,4,-1.0,1,0,2014-05-08 02:02:52,2014-05-09 02:04:12,2014-05-08,2014-05-09,1
30,M,African-American,25 - 45,Medium,Male,1,0.0,7,0,2013-03-04 03:53:19,2013-03-05 01:59:42,2013-03-04,2013-03-05,1
27,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,1,2014-05-14 02:14:46,2014-06-17 10:56:58,2014-05-14,2014-06-17,34
43,M,African-American,25 - 45,Low,Male,1,-1.0,1,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
59,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,2013-10-09 03:00:19,2013-10-09 08:12:28,2013-10-09,2013-10-09,0
37,M,Caucasian,25 - 45,Low,Male,2,-2.0,1,0,2013-04-16 05:14:39,2013-04-17 05:35:24,2013-04-16,2013-04-17,1
28,M,African-American,25 - 45,Medium,Male,5,0.0,7,1,2014-08-25 02:53:15,2014-08-26 05:00:56,2014-08-25,2014-08-26,1
38,F,Caucasian,25 - 45,Low,Male,0,0.0,1,0,2013-09-06 01:28:27,2013-09-06 10:50:40,2013-09-06,2013-09-06,0
33,M,Caucasian,25 - 45,Low,Female,0,0.0,1,0,2014-11-27 12:33:26,2014-11-27 07:48:10,2014-11-27,2014-11-27,0
24,F,Caucasian,Less than 25,Low,Male,2,-1.0,4,0,2014-09-16 04:06:42,2014-09-17 08:16:07,2014-09-16,2014-09-17,1
22,F,African-American,Less than 25,High,Male,0,-1.0,8,1,2014-07-25 12:06:14,2014-07-26 08:38:15,2014-07-25,2014-07-26,1
60,F,Hispanic,Greater than 45,Low,Male,0,-7.0,4,0,2014-04-03 09:55:18,2014-04-08 09:16:29,2014-04-03,2014-04-08,5
43,M,Hispanic,25 - 45,Low,Male,1,-44.0,1,0,2013-08-03 01:01:38,2013-09-13 05:55:40,2013-08-03,2013-09-13,41
28,F,Caucasian,25 - 45,High,Male,1,-1.0,9,0,2014-03-24 04:19:45,2014-04-02 08:59:00,2014-03-24,2014-04-02,9
25,F,African-American,25 - 45,Medium,Male,4,-1.0,5,1,2013-04-08 05:49:48,2013-05-10 05:42:55,2013-04-08,2013-05-10,32
51,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-12-01 12:17:36,2013-12-01 12:33:39,2013-12-01,2013-12-01,0
33,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2014-07-01 09:18:40,2014-07-02 01:40:24,2014-07-01,2014-07-02,1
30,F,Hispanic,25 - 45,Medium,Male,6,-1.0,5,1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
58,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,2014-07-20 01:21:27,2014-07-20 09:41:00,2014-07-20,2014-07-20,0
63,M,African-American,Greater than 45,Low,Male,2,-1.0,1,0,2014-11-27 09:04:17,2014-12-09 09:50:39,2014-11-27,2014-12-09,12
28,M,Caucasian,25 - 45,Low,Female,0,-1.0,4,0,2014-11-23 05:42:40,2014-11-24 02:12:18,2014-11-23,2014-11-24,1
38,O,Caucasian,25 - 45,Low,Male,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
28,M,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,2014-04-12 02:58:42,2014-04-21 07:01:46,2014-04-12,2014-04-21,9
29,M,Caucasian,25 - 45,Low,Male,2,29.0,2,1,2013-11-21 04:46:06,2013-12-16 12:07:03,2013-11-21,2013-12-16,25
28,F,African-American,25 - 45,Low,Male,10,0.0,3,0,2014-01-03 04:56:59,2014-01-03 08:00:20,2014-01-03,2014-01-03,0
26,M,African-American,25 - 45,High,Male,6,-1.0,8,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
55,M,African-American,Greater than 45,Low,Male,9,0.0,3,1,2013-04-27 11:23:09,2013-05-01 06:19:51,2013-04-27,2013-05-01,4
23,F,Caucasian,Less than 25,High,Female,3,-1.0,10,0,2013-02-23 12:49:04,2013-03-01 06:16:35,2013-02-23,2013-03-01,6
22,M,African-American,Less than 25,Medium,Female,0,-1.0,5,0,2013-01-19 11:57:56,2013-01-27 05:20:46,2013-01-19,2013-01-27,8
19,F,Caucasian,Less than 25,High,Female,2,-2.0,10,1,2014-10-23 05:11:45,2014-11-14 11:47:41,2014-10-23,2014-11-14,22
23,F,African-American,Less than 25,High,Male,4,0.0,10,0,2013-05-24 04:23:16,2013-05-26 08:24:37,2013-05-24,2013-05-26,2
31,M,African-American,25 - 45,Low,Male,1,-27.0,1,0,2013-09-04 12:57:02,2013-09-04 08:28:00,2013-09-04,2013-09-04,0
45,O,African-American,Greater than 45,Low,Male,0,-1.0,4,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
29,M,African-American,25 - 45,Low,Male,0,0.0,1,0,2014-03-10 03:51:44,2014-03-11 03:42:19,2014-03-10,2014-03-11,1
21,M,African-American,Less than 25,Medium,Male,1,-1.0,6,0,2013-03-30 07:08:35,2013-09-27 05:29:47,2013-03-30,2013-09-27,181
61,F,African-American,Greater than 45,Medium,Male,15,-1.0,6,1,2013-04-07 03:18:51,2013-04-08 07:34:33,2013-04-07,2013-04-08,1
24,F,African-American,Less than 25,High,Male,4,-175.0,10,1,2013-04-17 11:36:33,2013-04-18 05:06:12,2013-04-17,2013-04-18,1
26,F,Hispanic,25 - 45,Low,Male,0,-1.0,2,0,2014-07-26 07:48:43,2014-07-27 08:56:13,2014-07-26,2014-07-27,1
31,M,Hispanic,25 - 45,Low,Male,0,0.0,2,0,2013-02-08 05:06:56,2013-02-08 08:10:52,2013-02-08,2013-02-08,0
20,F,African-American,Less than 25,High,Male,4,-1.0,9,1,2014-10-06 07:50:07,2014-10-08 10:47:24,2014-10-06,2014-10-08,2
26,F,Caucasian,25 - 45,Medium,Male,3,-1.0,7,1,2013-03-21 06:34:13,2013-03-22 08:27:54,2013-03-21,2013-03-22,1
22,M,Hispanic,Less than 25,Low,Female,0,0.0,3,0,2014-11-05 04:55:07,2014-11-06 01:41:10,2014-11-05,2014-11-06,1
27,M,Caucasian,25 - 45,High,Male,5,0.0,9,0,2013-08-24 03:53:34,2013-08-25 08:30:23,2013-08-24,2013-08-25,1
25,F,Caucasian,25 - 45,Medium,Male,1,-1.0,5,0,2013-12-24 08:20:02,2013-12-25 12:46:17,2013-12-24,2013-12-25,1
23,F,Caucasian,Less than 25,Medium,Male,3,-1.0,5,1,2013-04-24 08:00:35,2013-05-03 09:45:57,2013-04-24,2013-05-03,9
38,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2014-02-05 09:19:16,2014-02-07 09:14:53,2014-02-05,2014-02-07,2
51,F,Caucasian,Greater than 45,Low,Male,1,0.0,4,0,2014-12-19 12:41:22,2014-12-19 08:19:41,2014-12-19,2014-12-19,0
27,F,African-American,25 - 45,High,Male,18,0.0,9,1,2013-04-09 01:28:20,2013-04-09 07:13:00,2013-04-09,2013-04-09,0
35,F,Caucasian,25 - 45,Low,Female,0,0.0,3,1,2014-09-14 04:21:37,2014-09-14 01:19:27,2014-09-14,2014-09-14,0
22,F,Other,Less than 25,High,Male,0,-1.0,9,0,2013-02-05 04:14:37,2013-02-21 05:24:06,2013-02-05,2013-02-21,16
38,F,African-American,25 - 45,Medium,Male,11,-1.0,6,0,2014-03-17 09:38:30,2014-03-19 09:46:17,2014-03-17,2014-03-19,2
58,F,African-American,Greater than 45,Low,Female,4,-14.0,2,1,2014-08-27 09:14:45,2014-08-28 09:22:51,2014-08-27,2014-08-28,1
44,F,African-American,25 - 45,Low,Male,6,-56.0,1,0,2014-08-13 05:50:24,2014-10-02 11:34:27,2014-08-13,2014-10-02,50
57,M,Caucasian,Greater than 45,Low,Female,0,-1.0,4,1,2014-05-21 11:16:40,2014-05-23 08:33:33,2014-05-21,2014-05-23,2
36,F,Other,25 - 45,Low,Male,6,-4.0,2,0,2014-12-19 10:31:03,2014-12-23 12:06:15,2014-12-19,2014-12-23,4
21,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,2014-02-26 09:16:23,2014-02-27 02:05:20,2014-02-26,2014-02-27,1
20,F,African-American,Less than 25,Medium,Male,1,-1.0,5,0,2014-08-07 01:33:00,2014-08-15 08:46:00,2014-08-07,2014-08-15,8
22,F,African-American,Less than 25,High,Female,0,-1.0,8,0,2013-12-04 07:09:34,2013-12-05 09:19:46,2013-12-04,2013-12-05,1
30,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,2013-01-14 07:16:50,2013-01-17 03:17:43,2013-01-14,2013-01-17,3
24,F,Caucasian,Less than 25,High,Male,1,-38.0,10,1,2014-05-31 02:17:45,2014-07-07 10:38:33,2014-05-31,2014-07-07,37
24,O,African-American,Less than 25,High,Female,0,-1.0,9,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
56,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2014-05-04 07:33:03,2014-05-06 03:49:16,2014-05-04,2014-05-06,2
32,F,African-American,25 - 45,Low,Male,1,-1.0,3,0,2014-08-29 02:59:37,2014-08-30 08:52:12,2014-08-29,2014-08-30,1
22,F,Caucasian,Less than 25,Low,Male,2,-40.0,4,1,2013-10-31 02:13:50,2013-11-27 08:48:45,2013-10-31,2013-11-27,27
43,O,Caucasian,25 - 45,Low,Male,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
31,F,Hispanic,25 - 45,Low,Male,1,-50.0,2,0,2014-04-01 12:51:26,2014-05-15 09:21:02,2014-04-01,2014-05-15,44
29,F,Caucasian,25 - 45,Low,Male,3,-61.0,4,1,2014-06-05 10:48:36,2014-07-14 09:25:13,2014-06-05,2014-07-14,39
30,F,African-American,25 - 45,High,Male,8,-1.0,8,1,2014-02-21 04:43:09,2014-02-23 02:56:07,2014-02-21,2014-02-23,2
31,F,African-American,25 - 45,Medium,Female,10,-1.0,6,0,2013-04-13 09:58:44,2013-04-14 07:39:41,2013-04-13,2013-04-14,1
53,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,2014-07-21 06:10:08,2014-09-23 11:56:13,2014-07-21,2014-09-23,64
45,F,Caucasian,Greater than 45,Medium,Female,1,0.0,6,0,2014-01-09 02:26:24,2014-01-10 09:06:22,2014-01-09,2014-01-10,1
23,F,African-American,Less than 25,Medium,Male,4,320.0,7,0,2014-01-21 12:54:18,2014-04-21 09:05:53,2014-01-21,2014-04-21,90
36,F,African-American,25 - 45,Medium,Female,2,-2.0,6,0,2014-09-23 09:17:26,2014-09-24 01:31:31,2014-09-23,2014-09-24,1
39,F,Caucasian,25 - 45,Low,Male,2,-13.0,2,1,2013-07-06 08:19:30,2013-07-11 07:30:56,2013-07-06,2013-07-11,5
23,F,Hispanic,Less than 25,Low,Male,0,-1.0,2,0,2014-06-23 02:59:18,2014-06-24 02:01:31,2014-06-23,2014-06-24,1
31,F,African-American,25 - 45,High,Male,0,-1.0,8,1,2013-11-22 10:24:27,2013-11-24 01:36:44,2013-11-22,2013-11-24,2
22,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,2014-02-02 05:02:29,2014-02-03 10:30:56,2014-02-02,2014-02-03,1
27,F,African-American,25 - 45,Low,Female,9,-68.0,2,1,2014-03-06 05:04:24,2014-05-10 06:12:24,2014-03-06,2014-05-10,65
27,F,African-American,25 - 45,Medium,Male,13,-1.0,7,1,2013-09-04 07:58:16,2013-09-06 09:43:19,2013-09-04,2013-09-06,2
38,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,2014-07-09 06:45:49,2014-07-10 01:39:26,2014-07-09,2014-07-10,1
31,F,African-American,25 - 45,High,Male,23,0.0,10,1,2014-11-05 04:29:12,2014-12-30 07:51:11,2014-11-05,2014-12-30,55
47,F,African-American,Greater than 45,High,Male,20,-1.0,9,0,2014-02-02 11:48:26,2014-02-04 03:57:20,2014-02-02,2014-02-04,2
22,F,African-American,Less than 25,Medium,Male,3,-1.0,7,0,2013-09-30 09:47:34,2013-10-01 02:07:40,2013-09-30,2013-10-01,1
35,M,African-American,25 - 45,High,Male,1,-1.0,9,1,2014-09-03 11:08:09,2014-11-22 04:31:47,2014-09-03,2014-11-22,80
23,M,Hispanic,Less than 25,Medium,Male,2,-19.0,6,1,2013-10-10 03:30:06,2013-10-29 10:16:46,2013-10-10,2013-10-29,19
65,M,African-American,Greater than 45,Low,Male,2,-18.0,2,1,2014-03-24 02:29:51,2014-03-29 06:17:09,2014-03-24,2014-03-29,5
35,M,African-American,25 - 45,Low,Male,0,-1.0,4,0,2014-01-18 05:06:51,2014-01-19 09:04:34,2014-01-18,2014-01-19,1
33,F,African-American,25 - 45,Low,Female,0,-1.0,3,0,2013-08-04 07:19:39,2013-08-05 09:38:46,2013-08-04,2013-08-05,1
53,M,Caucasian,Greater than 45,Low,Male,1,-10.0,1,0,2013-06-07 03:20:17,2013-06-08 05:43:33,2013-06-07,2013-06-08,1
52,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,2013-11-04 11:09:47,2013-11-06 01:57:40,2013-11-04,2013-11-06,2
48,F,Caucasian,Greater than 45,Medium,Male,1,-1.0,5,0,2014-06-20 06:29:43,2014-07-24 09:42:42,2014-06-20,2014-07-24,34
36,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
62,M,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,2014-11-07 08:08:07,2014-11-18 10:06:22,2014-11-07,2014-11-18,11
44,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2014-08-25 02:59:44,2014-08-26 05:00:03,2014-08-25,2014-08-26,1
21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,2013-12-11 11:08:04,2013-12-12 08:41:41,2013-12-11,2013-12-12,1
37,F,African-American,25 - 45,Low,Male,11,-1.0,4,0,2014-01-21 07:19:02,2014-01-23 04:03:56,2014-01-21,2014-01-23,2
30,M,Other,25 - 45,High,Male,4,-1.0,9,1,2013-04-14 09:47:43,2013-04-15 07:07:32,2013-04-14,2013-04-15,1
33,F,Caucasian,25 - 45,Medium,Male,5,-32.0,5,0,2013-12-20 04:48:41,2014-01-11 03:03:23,2013-12-20,2014-01-11,22
31,M,African-American,25 - 45,Medium,Male,2,-1.0,7,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
36,F,African-American,25 - 45,Low,Female,3,-115.0,4,0,2014-01-05 03:04:54,2014-04-25 11:16:52,2014-01-05,2014-04-25,110
54,F,Other,Greater than 45,Low,Male,0,0.0,1,0,2014-02-02 12:09:29,2014-02-02 07:50:16,2014-02-02,2014-02-02,0
28,M,Other,25 - 45,Medium,Male,0,-1.0,5,0,2014-09-16 12:59:01,2014-09-17 01:23:38,2014-09-16,2014-09-17,1
31,M,African-American,25 - 45,Low,Female,0,0.0,1,0,2014-01-31 01:35:12,2014-01-31 01:27:09,2014-01-31,2014-01-31,0
59,F,Caucasian,Greater than 45,Low,Female,2,26.0,3,0,2014-03-26 09:34:52,2014-04-24 10:32:10,2014-03-26,2014-04-24,29
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,2013-09-26 05:55:20,2013-09-27 08:21:29,2013-09-26,2013-09-27,1
36,M,African-American,25 - 45,Medium,Male,0,-1.0,7,1,2013-10-13 05:56:25,2013-10-14 02:07:16,2013-10-13,2013-10-14,1
46,F,African-American,Greater than 45,High,Male,17,-1.0,9,1,2014-10-01 04:44:53,2014-10-07 09:01:54,2014-10-01,2014-10-07,6
22,F,African-American,Less than 25,High,Male,3,0.0,9,0,2013-04-04 07:34:43,2014-02-21 10:11:50,2013-04-04,2014-02-21,323
27,F,Caucasian,25 - 45,Medium,Male,0,0.0,5,0,2014-06-11 02:15:23,2014-06-11 08:04:57,2014-06-11,2014-06-11,0
30,M,Caucasian,25 - 45,Low,Male,0,-2.0,3,0,2014-10-22 04:56:36,2014-10-23 09:14:25,2014-10-22,2014-10-23,1
28,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,2013-04-25 09:33:39,2013-04-26 08:16:52,2013-04-25,2013-04-26,1
34,F,Caucasian,25 - 45,High,Female,15,-4.0,9,1,2014-08-10 02:26:37,2014-08-13 09:25:56,2014-08-10,2014-08-13,3
29,F,Hispanic,25 - 45,High,Male,7,-2.0,9,1,2013-09-21 10:15:56,2013-09-22 02:13:54,2013-09-21,2013-09-22,1
46,F,African-American,Greater than 45,Low,Female,2,-1.0,3,0,2014-12-26 07:00:54,2014-12-27 12:31:46,2014-12-26,2014-12-27,1
23,M,African-American,Less than 25,High,Male,2,0.0,10,1,2013-01-14 04:13:05,2013-04-04 07:46:57,2013-01-14,2013-04-04,80
65,M,Caucasian,Greater than 45,Low,Male,2,-4.0,1,0,2014-05-03 12:47:34,2014-05-07 10:21:05,2014-05-03,2014-05-07,4
27,F,African-American,25 - 45,Low,Male,3,-1.0,4,0,2013-04-26 04:48:56,2013-04-27 01:30:22,2013-04-26,2013-04-27,1
21,F,Asian,Less than 25,Medium,Male,0,-1.0,6,1,2013-05-23 04:42:45,2013-05-24 01:33:21,2013-05-23,2013-05-24,1
48,F,Caucasian,Greater than 45,Low,Male,3,-3.0,1,1,2014-07-25 04:43:26,2014-07-26 01:00:29,2014-07-25,2014-07-26,1
30,F,African-American,25 - 45,High,Male,15,210.0,9,1,2014-07-04 07:40:38,2014-07-24 10:35:14,2014-07-04,2014-07-24,20
36,F,African-American,25 - 45,Low,Male,3,-1.0,1,0,2014-12-12 10:21:48,2015-01-31 04:32:43,2014-12-12,2015-01-31,50
32,F,African-American,25 - 45,Low,Female,2,-43.0,2,0,2013-10-03 12:00:11,2013-10-03 06:36:07,2013-10-03,2013-10-03,0
53,O,African-American,Greater than 45,Low,Male,0,-1.0,3,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
31,F,African-American,25 - 45,Medium,Male,5,-1.0,7,0,2013-08-21 10:33:41,2013-08-28 08:10:48,2013-08-21,2013-08-28,7
36,M,African-American,25 - 45,Medium,Male,4,-1.0,5,0,2013-09-24 01:15:18,2013-09-26 04:16:06,2013-09-24,2013-09-26,2
20,F,African-American,Less than 25,High,Male,0,-1.0,8,0,2014-07-13 05:36:13,2014-10-11 01:54:40,2014-07-13,2014-10-11,90
36,M,African-American,25 - 45,Medium,Male,1,-1.0,5,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
37,F,Caucasian,25 - 45,Low,Male,3,0.0,2,0,2014-11-22 01:57:32,2014-12-18 08:28:18,2014-11-22,2014-12-18,26
44,F,African-American,25 - 45,High,Male,14,-1.0,8,1,2013-10-08 04:49:38,2013-10-10 04:31:37,2013-10-08,2013-10-10,2
53,F,Caucasian,Greater than 45,Low,Male,2,-2.0,1,0,2013-05-01 05:14:23,2013-05-02 05:04:15,2013-05-01,2013-05-02,1
32,M,African-American,25 - 45,Low,Male,2,-1.0,2,0,2014-10-18 08:12:36,2014-10-19 01:34:36,2014-10-18,2014-10-19,1
33,M,African-American,25 - 45,Low,Male,3,-1.0,2,1,2013-03-17 04:30:13,2013-03-19 03:29:45,2013-03-17,2013-03-19,2
27,F,African-American,25 - 45,Low,Female,1,-1.0,4,0,2014-05-13 09:09:57,2014-05-15 09:28:20,2014-05-13,2014-05-15,2
48,F,African-American,Greater than 45,Medium,Female,4,-1.0,5,0,2014-12-03 06:40:08,2014-12-04 10:06:44,2014-12-03,2014-12-04,1
21,F,African-American,Less than 25,High,Male,2,-306.0,10,0,2013-03-14 12:55:28,2014-01-02 10:38:00,2013-03-14,2014-01-02,294
33,F,African-American,25 - 45,High,Male,4,236.0,8,1,2014-04-12 02:28:50,2015-03-17 06:32:57,2014-04-12,2015-03-17,339
47,F,Caucasian,Greater than 45,Medium,Male,2,0.0,5,1,2014-12-16 02:43:12,2014-12-18 03:36:25,2014-12-16,2014-12-18,2
57,F,African-American,Greater than 45,Medium,Male,20,0.0,7,1,2014-04-30 04:04:20,2014-06-02 09:25:23,2014-04-30,2014-06-02,33
28,M,African-American,25 - 45,Low,Male,2,-1.0,4,0,2013-05-04 08:17:34,2013-05-10 09:32:52,2013-05-04,2013-05-10,6
24,M,African-American,Less than 25,Medium,Male,1,-1.0,6,0,2013-09-20 03:56:36,2013-09-21 08:41:09,2013-09-20,2013-09-21,1
44,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,2013-12-18 07:50:18,2013-12-19 08:37:29,2013-12-18,2013-12-19,1
46,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,2013-02-26 07:01:42,2013-02-27 07:50:29,2013-02-26,2013-02-27,1
37,F,African-American,25 - 45,Low,Male,6,0.0,3,0,2013-03-24 03:36:52,2013-03-25 07:15:05,2013-03-24,2013-03-25,1
26,M,African-American,25 - 45,Medium,Male,10,-6.0,6,1,2014-02-19 06:01:27,2014-02-25 05:49:46,2014-02-19,2014-02-25,6
51,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2014-09-20 09:12:01,2014-09-21 01:34:31,2014-09-20,2014-09-21,1
27,F,African-American,25 - 45,High,Male,10,0.0,8,1,2013-08-22 03:03:57,2013-08-22 08:25:10,2013-08-22,2013-08-22,0
40,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,2013-02-11 10:39:48,2013-02-13 10:03:55,2013-02-11,2013-02-13,2
33,O,Hispanic,25 - 45,Low,Male,0,-1.0,2,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
60,F,Caucasian,Greater than 45,Low,Female,9,0.0,3,1,2013-01-03 12:01:40,2014-01-23 05:25:00,2013-01-03,2014-01-23,385
53,F,Caucasian,Greater than 45,Low,Male,1,-6.0,1,0,2014-03-15 04:06:38,2014-03-21 11:05:39,2014-03-15,2014-03-21,6
26,F,African-American,25 - 45,Medium,Male,8,-52.0,6,0,2013-04-01 12:44:34,2013-05-12 02:18:45,2013-04-01,2013-05-12,41
37,F,Caucasian,25 - 45,Low,Female,1,-9.0,1,0,2014-07-21 06:59:36,2014-07-29 09:08:10,2014-07-21,2014-07-29,8
28,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2014-02-01 07:34:55,2014-02-02 07:48:16,2014-02-01,2014-02-02,1
23,M,Hispanic,Less than 25,Low,Male,0,0.0,4,0,2014-02-10 04:37:45,2014-02-10 08:40:32,2014-02-10,2014-02-10,0
21,F,African-American,Less than 25,High,Male,1,-1.0,8,0,2014-03-14 06:15:09,2014-07-30 05:33:52,2014-03-14,2014-07-30,138
41,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,2013-12-28 04:23:39,2014-07-28 10:58:18,2013-12-28,2014-07-28,212
46,F,Caucasian,Greater than 45,High,Female,2,-1.0,8,0,2013-02-11 07:18:03,2013-03-03 05:03:27,2013-02-11,2013-03-03,20
23,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,2013-02-04 06:34:00,2013-02-05 08:19:14,2013-02-04,2013-02-05,1
61,F,African-American,Greater than 45,Low,Male,2,-2.0,1,0,2014-08-10 11:19:49,2014-08-11 08:00:10,2014-08-10,2014-08-11,1
37,F,African-American,25 - 45,Low,Male,5,-1.0,1,1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
30,F,Caucasian,25 - 45,Low,Male,3,653.0,2,0,2015-05-22 05:02:12,2015-06-02 07:00:00,2015-05-22,2015-06-02,11
44,O,African-American,25 - 45,Low,Male,1,-1.0,1,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
50,F,African-American,Greater than 45,High,Male,18,-1.0,8,1,2013-09-28 04:00:12,2014-06-04 02:35:27,2013-09-28,2014-06-04,249
49,F,African-American,Greater than 45,High,Female,0,0.0,9,0,2014-12-28 01:14:08,2014-12-29 03:38:25,2014-12-28,2014-12-29,1
45,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,2013-04-28 07:46:48,2013-04-30 03:53:04,2013-04-28,2013-04-30,2
40,M,Other,25 - 45,Low,Male,0,-1.0,1,0,2014-09-28 01:23:07,2014-09-29 07:23:13,2014-09-28,2014-09-29,1
