"","X","case_received_date","case_status","country_of_citizenship","decision_date","employer_state","employer_name","employer_yr_estab","foreign_worker_info_birth_country","foreign_worker_info_education","job_info_alt_combo_ed","job_info_alt_occ_job_title","job_info_job_title","job_info_work_state","wage_offer_from_9089","wage_offer_unit_of_pay_9089","employer_size","Center","Career_Cluster"
"13209",13208,2015,"Certified","INDIA",2015,"TEXAS","""RSM TECHNOLOGY SOLUTIONS, INC""",2010,"INDIA","Master's","Bachelor's","* Java UI Developer or Related","Sr. Software Engineer","TEXAS",95077,"Year","Small","Unknown",180917
"19273",19272,2015,"Certified","VENEZUELA",2015,"FLORIDA","DAVOS FINANCIAL CORP.",1993,"VENEZUELA","None","None","in job or in aircraft maint or opera. or as airline instructor","Aeronautical Services Specialist","FLORIDA",127192,"Year","Micro","CA or VT",200550
"47300",47299,2015,"Certified","CHINA",2016,"CA","NOMIS SOLUTIONS INC.",2004,"","Doctorate","Bachelor's","See H-14.","Senior Modeling Analyst","CA",138000,"Year","Medium","CA or VT",299251
"34863",34862,2015,"Certified-Expired","INDIA",2016,"VA","CGI TECHNOLOGIES AND SOLUTIONS INC.",1976,"","Bachelor's","Other","See H.14","Applications Developer","VA",125757,"Year","Large","CA or VT",257243
"50583",50582,2016,"Certified","INDIA",2016,"NJ","ERNST & YOUNG U.S. LLP",1989,"","Master's","Master's","SENIOR-EI-Analytics; STAFF-EI-Analytics; or related","Enterprise Intelligence - Analytics Manager (Multiple Positions)","CA",124176,"Year","Large","CA or VT",310584
"7188",7187,2014,"Certified-Expired","INDIA",2014,"TEXAS","EMINENCE CONSULTING INC",2005,"INDIA","Master's","Bachelor's","""* QA/ Programmer Analyst, Programmer Analyst, or related""","Sr. QA Analyst","TEXAS",76773,"Year","Small","Unknown",161390
"24822",24821,2014,"Certified-Expired","FRANCE",2014,"CALIFORNIA","""SWEETLABS,INC.""",2008,"FRANCE","Master's","Bachelor's","","Sr. Web Developer","CALIFORNIA",96616,"Year","Small","CA or VT",219209
"68808",68807,2014,"Certified","INDIA",2016,"NJ","""SMARTWORKS, LLC""",2003,"","Bachelor's","Master's","Any suitable data warehousing occupation","Systems Analyst","NJ",105500,"Year","Medium","CA or VT",371826
"17726",17725,2014,"Certified","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",64438,"Year","Large","CA or VT",195564
"60930",60929,2016,"Certified","CHINA",2016,"DC","AMERICAN INSTITUTES FOR RESEARCH",1946,"","Master's","Master's","Any occupation involving relevant experience. See H.14.","Data Analyst I","DC",88358,"Year","Large","CA or VT",345757
"35575",35574,2015,"Certified-Expired","CHINA",2016,"AR","ACXIOM CORPORATION",1969,"","Master's","Master's","Research Analyst or Computer Related","Associate Analyst","CA",85946,"Year","Large","CA or VT",259855
"41001",41000,2015,"Certified-Expired","INDIA",2016,"TX","""PVR AMERICA, INC.""",2010,"","Master's","Master's","JOB OFFERED OR RELATED FIELD","SOFTWARE ENGINEER","TX",110406,"Year","Small","CA or VT",278658
"15130",15129,2014,"Certified-Expired","INDIA",2015,"CALIFORNIA","""SUCCESSFACTORS, INC.""",2001,"INDIA","Bachelor's","Master's","""Product Management, Product Development, or similar""","""Director, Product Management - Platform""","CALIFORNIA",190258,"Year","Large","CA or VT",187289
"9811",9810,2014,"Certified-Expired","INDIA",2014,"RHODE ISLAND","""CAREMARK, L.L.C.""",1979,"INDIA","Master's","Bachelor's","position in business analysis and application development","""Sr. Consultant, Business Analysis""","ILLINOIS",1e+05,"Year","Large","CA or VT",170237
"4089",4088,2013,"Certified","CANADA",2015,"TEXAS","""G.A.S. UNLIMITED, INC.""",1970,"INDIA","Master's","Bachelor's","Process Engineering or Chemical Engineering Professional","Senior Process Engineer","TEXAS",132621,"Year","Large","CA or VT",150698
"37856",37855,2015,"Certified-Expired","INDIA",2016,"CA","""PAYPAL, INC.""",1999,"","Master's","Bachelor's","Programmer Analyst or Software Engineer","""Manager, Systems Integration 3""","CA",142287,"Year","Large","CA or VT",267964
"66105",66104,2016,"Certified","INDIA",2016,"WA","AMAZON CORPORATE LLC",1999,"","Master's","Bachelor's","""Software Engineer, Software Developer, or related""","Software Development Engineer II","WA",101088,"Year","Large","CA or VT",363189
"11892",11891,2014,"Certified-Expired","IRAN",2015,"CALIFORNIA","""QUALCOMM ATHEROS, INC.""",2011,"IRAN","Master's","Bachelor's","","RF/Analog IC Design Engineer","CALIFORNIA",88524.8,"Year","Large","Unknown",176768
"22651",22650,2015,"Certified","INDIA",2015,"NORTH CAROLINA","IBM CORPORATION",1911,"INDIA","Bachelor's","Bachelor's","""Senior Consultant, Senior Developer, or related""","Senior Consultant","NEW YORK",91104,"Year","Large","CA or VT",211917
"1242",1241,2013,"Certified-Expired","INDIA",2014,"ARIZONA","""XCEED INFOTEK, INC.""",2006,"INDIA","Bachelor's","Bachelor's","","Computer Software Engineer","ARIZONA",75462,"Year","Micro","CA or VT",138583
"59624",59623,2016,"Certified","CANADA",2016,"WA","MICROSOFT CORPORATION",1975,"","None","None","Any computer related occupation.","Senior Software Engineer","WA",135036,"Year","Large","Unknown",341395
"55598",55597,2016,"Certified","CANADA",2016,"ND","""Northern States Enterprises, LLC""",2011,"","Bachelor's","Master's","","Petroleum Engineering Manager","ND",114546,"Year","Micro","Unknown",327202
"61801",61800,2012,"Certified","INDIA",2016,"MA","""PATNI AMERICAS, INC.""",1972,"","Master's","Other","""Software designer, developer, or tester""","Software Engineer","MA",83845,"Year","Large","CA or VT",348795
"34355",34354,2015,"Certified-Expired","INDIA",2016,"WA","MICROSOFT CORPORATION",1975,"","Bachelor's","Bachelor's","Any computer-related occupation.","Software Engineer II - Online EXP or Other","WA",125670,"Year","Large","Unknown",255273
"31367",31366,2015,"Certified-Expired","INDIA",2015,"NJ","LARSEN & TOUBRO INFOTECH LIMITED",1997,"","Master's","Other","""Com. Progr., Sr. Soft. Engineer, Level F, Bus. Techn. Analyst, Syst. Engineer, App. Devel., Progr. P""","Computer Programmer","NJ",70304,"Year","Large","CA or VT",243945
"25279",25278,2015,"Certified","INDIA",2015,"CALIFORNIA","ADOBE SYSTEMS INCORPORATED",1982,"INDIA","Bachelor's","Bachelor's","Any software development position.","RELIABILITY ENGINEER","CALIFORNIA",114400,"Year","Large","Unknown",220774
"65413",65412,2016,"Certified","INDIA",2016,"CA","APPLE INC.",1977,"","Bachelor's","Bachelor's","Job offered or related occupation","Software Engineer Applications","CA",127000,"Year","Large","CA or VT",361008
"688",687,2013,"Certified-Expired","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Other","Other","","Computer Systems Analyst - A","NEW JERSEY",74422,"Year","Large","CA or VT",137254
"40322",40321,2015,"Certified-Expired","INDIA",2016,"NJ","""TCG DIGITAL SOLUTIONS, LLC""",1999,"","Bachelor's","Bachelor's","""job offered, Software Engineer, or related tech. field""","Sr. Software Developer","IL",69971,"Year","Medium","CA or VT",276357
"56596",56595,2016,"Certified","INDIA",2016,"MA","""RANDSTAD TECHNOLOGIES, LP""",1984,"","Bachelor's","Bachelor's","Technology Lead or related occupation","Senior Software Developer","MA",112632,"Year","Large","CA or VT",330568
"15340",15339,2014,"Certified-Expired","INDIA",2015,"CALIFORNIA","IGNIFY INC",1999,"INDIA","Master's","Master's","Systems Analyst or related occupation","Manager - Dynamics AX","CALIFORNIA",162968,"Year","Medium","Unknown",187925
"16635",16634,2015,"Certified","LIBYA",2015,"MONTANA","""ENVIROCON, INC.""",1988,"LIBYA","Master's","Master's","Industrial Engineering or Chemical Engineering (See H.14)","Health and Safety Supervisor","MONTANA",68994,"Year","Large","CA or VT",192158
"27876",27875,2015,"Certified-Expired","INDIA",2015,"NJ","""NEW YORK TECHNOLOGY PARTNERS, INC.""",1997,"","Master's","Bachelor's","Please refer to special requirements section H.14","Senior Software Engineer","NJ",110000,"Year","Medium","CA or VT",230873
"25910",25909,2014,"Certified-Expired","INDIA",2015,"NEW JERSEY","TECHDEMOCRACY LLC",2000,"INDIA","Master's","Bachelor's","Any job title/position providing exp. in skills listed in the H.14","Management Systems Analyst","NEW JERSEY",91166,"Year","Medium","CA or VT",223021
"24082",24081,2014,"Certified-Expired","INDIA",2014,"CALIFORNIA","""CISCO SYSTEMS, INC.""",1984,"INDIA","Master's","Master's","Software Engineer or in a related occupation","Software Engineer","CALIFORNIA",121186,"Year","Large","CA or VT",216805
"12695",12694,2014,"Certified-Expired","CHINA",2015,"CALIFORNIA","""PINTEREST, INC.""",2009,"CHINA","Bachelor's","Master's","""Development of developer tools, including build, deploy, and configuration management systems""","Software Engineer","CALIFORNIA",118125,"Year","Medium","CA or VT",179332
"9715",9714,2014,"Certified-Expired","INDIA",2014,"NEW JERSEY","""FUSION PLUS SOLUTIONS, INC""",2012,"INDIA","Bachelor's","Bachelor's","ANY SUITABLE JOB TITLE","SR. PROGRAMMER ANALYST","NEW JERSEY",76000,"Year","Medium","Unknown",169890
"18953",18952,2015,"Certified","INDIA",2015,"NEW JERSEY","LARSEN & TOUBRO INFOTECH LIMITED",1997,"INDIA","Bachelor's","Other","""Com. Programmer, Soft. Engineer Trainee, Soft. Engineer, Programmer Analyst, Programmer, Analyst Pro""","Computer Programmer","NEW JERSEY",88130,"Year","Large","CA or VT",199528
"29610",29609,2015,"Withdrawn","PHILIPPINES",2015,"NC","BERTIE COUNTY SCHOOLS",1820,"","Bachelor's","Master's","","Senior Science Teachers(Middle School)","NC",40800,"Year","Large","CA or VT",237453
"628",627,2013,"Certified-Expired","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - A","NEW JERSEY",74422,"Year","Large","CA or VT",137179
"21298",21297,2015,"Certified","INDIA",2015,"CALIFORNIA","HCL AMERICA INC.",1988,"INDIA","Master's","Bachelor's","Related IT or Engineering role","Senior Business Analysts","NORTH CAROLINA",81557,"Year","Large","CA or VT",207046
"50357",50356,2016,"Certified","INDIA",2016,"IL","CARS.COM",1998,"","Master's","Master's","""Data Modeler, Data Analyst, Software Devleoper, Trainee Programmer, or related""","Data Modeler/Analyst","IL",100225,"Year","Large","CA or VT",309683
"11793",11792,2014,"Certified-Expired","VENEZUELA",2015,"FLORIDA","""DISITRON INDUSTRIES, INC.""",2005,"VENEZUELA","Bachelor's","Bachelor's","","Systems Engineer","FLORIDA",119891,"Year","Small","Unknown",176457
"65447",65446,2016,"Certified","INDIA",2016,"TX","DELL USA LP",1984,"","Master's","Bachelor's","""Bus Proc. Improv. Mgr, Prog. Mgr, Intern, Assoc. Con., Sr. Assoc Eng or related occupation""","Corporate Development Consultant","TX",132000,"Year","Large","CA or VT",361083
"1673",1672,2013,"Certified-Expired","INDIA",2014,"NEW JERSEY","SUNMERGE SYSTEMS INC.",2002,"INDIA","Master's","Bachelor's","ANY RELATED OCCUPATION","DATABASE ADMINISTRATOR","NEW JERSEY",73528,"Year","Medium","CA or VT",140495
"41813",41812,2015,"Certified-Expired","INDIA",2016,"IL","SIRITEK INC",2003,"","Master's","Bachelor's","","Systems Analyst","IL",84910,"Year","Small","CA or VT",281368
"46837",46836,2016,"Certified","INDIA",2016,"TX","COSMOS INFORMATION SOLUTIONS INC.",1998,"","Bachelor's","Bachelor's","","Java Software Engineer","TX",82000,"Year","Micro","CA or VT",297797
"18834",18833,2015,"Certified","INDIA",2015,"CALIFORNIA","HCL AMERICA INC.",1988,"INDIA","Master's","Bachelor's","Related IT or engineering role.","Senior Business Analysts","CALIFORNIA",109762,"Year","Large","Unknown",199196
"65847",65846,2016,"Certified","INDIA",2016,"OH","EXPRESS LLC",1980,"","Master's","Master's","""Sr. Business Analyst, Programmer Analyst, Dev., Software Engr,or related""","""Senior Developer, Omni-Channel""","OH",110094,"Year","Large","CA or VT",362389
"54178",54177,2016,"Certified","INDIA",2016,"WA","AMAZON CORPORATE LLC",1999,"","Master's","Bachelor's","""Technical Mgr, Mgmt Consultant, Engineering Specialist, or related""","Senior Operations Manager","WA",125000,"Year","Large","CA or VT",322300
"1270",1269,2013,"Certified-Expired","SOUTH KOREA",2015,"CALIFORNIA","""EBENEZER SKIN & BODY SPA, CORP.""",1999,"SOUTH KOREA","Bachelor's","Bachelor's","","ACCOUNTING CLERK","CALIFORNIA",33467,"Year","Small","Unknown",138709
"4843",4842,2014,"Certified-Expired","PHILIPPINES",2014,"MARYLAND","""MICROS SYSTEMS, INC.""",1977,"PHILIPPINES","Bachelor's","Bachelor's","""programmer, analyst,or related design/development position""","Senior Software Engineer","MARYLAND",88587,"Year","Large","CA or VT",153657
"9419",9418,2014,"Certified-Expired","INDIA",2014,"NEW JERSEY","PROSER CORPORATION",2003,"INDIA","Other","Other","","BUSINESS ANALYST","NEW JERSEY",110427,"Year","Small","CA or VT",168853
"63028",63027,2016,"Denied","CHINA",2016,"CA","US ARMY DEFENSE LANGUAGE INSTITUTE FOREIGN LA",1941,"","Master's","Bachelor's","","Foreign Language Instructor","CA",55400,"Year","Large","CA or VT",353107
"45799",45798,2015,"Certified","INDIA",2016,"MA","""RANDSTAD TECHNOLOGIES, LP""",1984,"","Bachelor's","Bachelor's","""Programmer Analyst, Project Lead, or related occupation""","Senior Database Engineer","MA",120000,"Year","Large","CA or VT",294109
"25297",25296,2015,"Certified","INDIA",2015,"NEW HAMPSHIRE","DATASERV INC",2005,"INDIA","Master's","Bachelor's","Programmer Analyst/Systems Analyst/Sofware Engineer/Project Manger or equivalent","Software Developer","NEW HAMPSHIRE",88317,"Year","Medium","CA or VT",220836
"46764",46763,2016,"Certified","MEXICO",2016,"TX","NOKIA SOLUTIONS AND NETWORKS US LLC",1993,"","Bachelor's","Bachelor's","""Network, Architect, Engineering, or a related field""","Senior Network Planning & Optimization Engineers","TX",82200,"Year","Large","CA or VT",297483
"16420",16419,2015,"Certified","INDIA",2015,"TEXAS","INFOSYS LTD.",1981,"INDIA","Bachelor's","Bachelor's","""Technology Lead, Programmer Analyst, Consultant, or related role""","Project Manager - U.S.","TEXAS",85571,"Year","Large","CA or VT",191401
"12460",12459,2014,"Certified","INDIA",2015,"NORTH CAROLINA","IBM CORPORATION",1911,"INDIA","Master's","Bachelor's","""Associate, Senior Software Engineer or related""","Senior Consultant","NEW YORK",89378,"Year","Large","CA or VT",178497
"15604",15603,2015,"Certified","INDIA",2015,"NEW JERSEY","SYNECHRON",2005,"INDIA","Bachelor's","Bachelor's","","Senior Systems Architect","NEW JERSEY",77210,"Year","Large","CA or VT",188736
"26164",26163,2015,"Certified","GERMANY",2015,"CALIFORNIA","""EPIC PICTURES GROUP, INC.""",2007,"GERMANY","None","None","""PR Specialist, Production/Sales Agent or related""","Marketing Manager – International Film and TV Sales","CALIFORNIA",125000,"Year","Micro","CA or VT",223848
"280",279,2012,"Denied","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Master's","Other","","Computer Systems Analyst - II","NEW JERSEY",101628.8,"Year","Large","CA or VT",136494
"61888",61887,2016,"Denied","DOMINICAN REPUBLIC",2016,"MA","""CORNERSTONE RESEARCH, INC.""",1989,"","Other","Master's","research/teaching in economics/finance/quantitative analysis","Associate","NY",160000,"Year","Large","Unknown",349011
"68796",68795,2016,"Certified","INDIA",2016,"CA","HCL AMERICA INC.",1988,"","Bachelor's","Bachelor's","Related IT or engineering role","Senior Software Engineers","NC",95098,"Year","Large","CA or VT",371775
"65491",65490,2016,"Certified","INDIA",2016,"VA","""CAPITAL ONE SERVICES, LLC""",1995,"","Master's","Bachelor's","Any job title in which the required qualifications were obtained","Senior Software Engineer","VA",93400,"Year","Large","CA or VT",361199
"8263",8262,2014,"Certified-Expired","INDIA",2014,"INDIANA","CUMMINS INC.",1919,"INDIA","Master's","Bachelor's","""IT or Business Consultant, Business Analyst, System Analyst or related""","IT Lead","INDIANA",90000,"Year","Large","CA or VT",164787
"59721",59720,2016,"Certified","SWEDEN",2016,"NY","""DROGA5, LLC""",2006,"","High School","High School","","Interactive Producer","NY",275000,"Year","Large","Unknown",341711
"23315",23314,2014,"Certified-Expired","JAMAICA",2015,"FLORIDA","""NEW MIRAWOOD ACADEMY, INC.""",1997,"JAMAICA","Bachelor's","Bachelor's","","Curriculum Specialist","FLORIDA",49000,"Year","Small","CA or VT",214224
"23698",23697,2015,"Certified","INDIA",2015,"NEW YORK","""AMICUS SYSTEMS, INC""",1997,"INDIA","Bachelor's","Bachelor's","Programmer Analyst or Any IT related occupation","Programmer Analyst","NEW YORK",109000,"Year","Medium","CA or VT",215350
"30897",30896,2015,"Certified-Expired","INDIA",2015,"IL","ELITE IT SOLUTIONS INC",2012,"","Master's","Bachelor's","""Technical Leader, Consultant, Sr Software Engineer, Software Engineer or Rel""","Software Engineer","IL",87800,"Year","Medium","CA or VT",242282
"66553",66552,2016,"Certified","AUSTRALIA",2016,"WA","AMAZON CORPORATE LLC",1999,"","Bachelor's","Bachelor's","""Software Engineer, Software Developer, or related occupation""","Software Development Engineer II","WA",101088,"Year","Large","VT",364417
"60057",60056,2016,"Certified","INDIA",2016,"RI","""CAREMARK, L.L.C.""",1979,"","Bachelor's","Bachelor's","position in Java application development","""Sr. Analyst, Application Development (Member Interactions)""","AZ",90938,"Year","Large","CA or VT",342938
"19965",19964,2015,"Certified","INDIA",2015,"MASSACHUSETTS","""RANDSTAD TECHNOLOGIES, LP""",2008,"INDIA","Bachelor's","Bachelor's","""Consultant, Tech Associate, Software Engineer, or related occupation""","Senior Software Developer","MASSACHUSETTS",105560,"Year","Large","CA or VT",202748
"32454",32453,2015,"Certified-Expired","INDIA",2015,"NJ","""HEXAWARE TECHNOLOGIES, INC.""",1990,"","Bachelor's","Other","""Tech Architect, (Sr) Software Eng, Prog Analyst, Consultant, Project Leader, Sys Analyst""","Project Manager","NJ",120638,"Year","Large","Unknown",248398
"12681",12680,2014,"Certified-Expired","INDIA",2015,"TENNESSEE","""DELOITTE TRANSACTIONS & BUSINESS ANALYTICS, LLP""",2013,"INDIA","Master's","Master's","Job offered or performing data [continued in H.14]","Advanced Analytics Manager","VIRGINIA",122500,"Year","Large","CA or VT",179302
